"Jahr" "point.70.x" "sat" "sal" "winter"
1996 -31 0 1.31 3
1996 -33 0 1.31 3
1996 -32 0 1.31 3
1996 -32 0 1.31 3
1996 -31 0 1.31 3
1996 -28 0 1.31 3
1996 -29 0 1.31 3
1996 -30 0 1.31 3
1996 -33 0 1.31 3
1996 -37 0 1.31 3
1996 -37 0 1.31 3
1996 -36 0 1.31 3
1996 -37 0 1.31 3
1996 -41 0 1.31 3
1996 -45 0 1.31 3
1996 -46 0 1.31 3
1996 -48 0 1.31 3
1996 -50 0 1.31 3
1996 -53 0 1.31 3
1996 -54 0 1.31 3
1996 -54 0 1.31 3
1996 -55 0 1.31 3
1996 -55 0 1.31 3
1996 -55 0 1.31 3
1996 -52 0 1.31 3
1996 -52 0 1.31 3
1997 -23 0 1.31 3
1997 -22 0 1.31 3
1997 -23 0 1.31 3
1997 -26 0 1.31 3
1997 -28 0 1.31 3
1997 -27 0 1.31 3
1997 -28 0 1.31 3
1997 -24 0 1.31 3
1997 -21 0 1.31 3
1997 -24 0 1.31 3
1997 -30 0 1.31 3
1997 -32 0 1.31 3
1997 -31 0 1.31 3
1997 -33 0 1.31 3
1997 -37 0 1.31 3
1997 -42 0 1.31 3
1997 -46 0 1.31 3
1997 -48 0 1.31 3
1997 -50 0 1.31 3
1997 -53 0 1.31 3
1997 -57 0 1.31 3
1997 -60 0 1.31 3
1997 -61 0 1.31 3
1997 -58 0 1.31 3
1997 -56 0 1.31 3
1997 -58 0 1.31 3
1997 -59 0 1.31 3
1997 -59 0 1.31 3
1997 -54 0 1.31 3
1997 -51 0 1.31 3
1998 -11 0 1.31 3
1998 -10 0 1.31 3
1998 -9 0 1.31 3
1998 -12 0 1.31 3
1998 -13 0 1.31 3
1998 -14 0 1.31 3
1998 -16 0 1.31 3
1998 -22 0 1.31 3
1998 -25 0 1.31 3
1998 -27 0 1.31 3
1998 -27 0 1.31 3
1998 -26 0 1.31 3
1998 -30 0 1.31 3
1998 -30 0 1.31 3
1998 -30 0 1.31 3
1998 -31 0 1.31 3
1998 -32 0 1.31 3
1998 -34 0 1.31 3
1998 -33 0 1.31 3
1998 -34 0 1.31 3
1998 -36 0 1.31 3
1998 -35 0 1.31 3
1998 -32 0 1.31 3
1998 -32 0 1.31 3
1998 -29 0 1.31 3
1998 -25 0 1.31 3
1998 -26 0 1.31 3
1998 -28 0 1.31 3
1998 -28 0 1.31 3
1998 -26 0 1.31 3
1999 6 0 1.31 3
1999 4 0 1.31 3
1999 2 0 1.31 3
1999 1 0 1.31 3
1999 0 0 1.31 3
1999 -5 0 1.31 3
1999 -7 0 1.31 3
1999 -8 0 1.31 3
1999 -13 0 1.31 3
1999 -17 0 1.31 3
1999 -19 0 1.31 3
1999 -19 0 1.31 3
1999 -21 0 1.31 3
1999 -21 0 1.31 3
1999 -21 0 1.31 3
1999 -24 0 1.31 3
1999 -27 0 1.31 3
1999 -31 0 1.31 3
1999 -37 0 1.31 3
1999 -41 0 1.31 3
1999 -37 0 1.31 3
1999 -31 0 1.31 3
1999 -30 0 1.31 3
1999 -33 0 1.31 3
1999 -36 0 1.31 3
1999 -39 0 1.31 3
1999 -38 0 1.31 3
1999 -36 0 1.31 3
1999 -34 0 1.31 3
1999 -34 0 1.31 3
2000 1 0 1.31 3
2000 -1 0 1.31 3
2000 -2 0 1.31 3
2000 -4 0 1.31 3
2000 -9 0 1.31 3
2000 -14 0 1.31 3
2000 -19 0 1.31 3
2000 -24 0 1.31 3
2000 -24 0 1.31 3
2000 -25 0 1.31 3
2000 -26 0 1.31 3
2000 -27 0 1.31 3
2000 -30 0 1.31 3
2000 -29 0 1.31 3
2000 -30 0 1.31 3
2000 -30 0 1.31 3
2000 -31 0 1.31 3
2000 -33 0 1.31 3
2000 -31 0 1.31 3
2000 -30 0 1.31 3
2000 -31 0 1.31 3
2000 -32 0 1.31 3
2000 -31 0 1.31 3
2000 -30 0 1.31 3
2000 -28 0 1.31 3
2000 -28 0 1.31 3
2000 -27 0 1.31 3
2000 -26 0 1.31 3
2000 -26 0 1.31 3
2000 -26 0 1.31 3
2001 -11 0 1.31 3
2001 -12 0 1.31 3
2001 -14 0 1.31 3
2001 -15 0 1.31 3
2001 -15 0 1.31 3
2001 -12 0 1.31 3
2001 -11 0 1.31 3
2001 -16 0 1.31 3
2001 -19 0 1.31 3
2001 -22 0 1.31 3
2001 -23 0 1.31 3
2001 -21 0 1.31 3
2001 -21 0 1.31 3
2001 -22 0 1.31 3
2001 -24 0 1.31 3
2001 -28 0 1.31 3
2001 -31 0 1.31 3
2001 -31 0 1.31 3
2001 -33 0 1.31 3
2001 -32 0 1.31 3
2001 -29 0 1.31 3
2001 -27 0 1.31 3
2001 -28 0 1.31 3
2001 -27 0 1.31 3
2001 -20 0 1.31 3
2001 -10 0 1.31 3
2001 -7 0 1.31 3
2001 -5 0 1.31 3
2001 -4 0 1.31 3
2001 -5 0 1.31 3
2002 7 0 1.31 3
2002 3 0 1.31 3
2002 0 0 1.31 3
2002 -1 0 1.31 3
2002 -1 0 1.31 3
2002 -1 0 1.31 3
2002 -2 0 1.31 3
2002 -6 0 1.31 3
2002 -10 0 1.31 3
2002 -13 0 1.31 3
2002 -14 0 1.31 3
2002 -16 0 1.31 3
2002 -18 0 1.31 3
2002 -17 0 1.31 3
2002 -16 0 1.31 3
2002 -20 0 1.31 3
2002 -17 0 1.31 3
2002 -14 0 1.31 3
2002 -11 0 1.31 3
2002 -5 0 1.31 3
2002 -5 0 1.31 3
2002 -11 0 1.31 3
2002 -15 0 1.31 3
2002 -19 0 1.31 3
2002 -22 0 1.31 3
2002 -23 0 1.31 3
2002 -23 0 1.31 3
2002 -23 0 1.31 3
2002 -24 0 1.31 3
2002 -21 0 1.31 3
2003 -14 0 1.31 3
2003 -16 0 1.31 3
2003 -19 0 1.31 3
2003 -23 0 1.31 3
2003 -25 0 1.31 3
2003 -26 0 1.31 3
2003 -26 0 1.31 3
2003 -27 0 1.31 3
2003 -28 0 1.31 3
2003 -33 0 1.31 3
2003 -37 0 1.31 3
2003 -41 0 1.31 3
2003 -45 0 1.31 3
2003 -46 0 1.31 3
2003 -44 0 1.31 3
2003 -44 0 1.31 3
2003 -48 0 1.31 3
2003 -51 0 1.31 3
2003 -55 0 1.31 3
2003 -60 0 1.31 3
2003 -63 0 1.31 3
2003 -65 0 1.31 3
2003 -64 0 1.31 3
2003 -59 0 1.31 3
2003 -59 0 1.31 3
2003 -59 0 1.31 3
2003 -59 0 1.31 3
2003 -56 0 1.31 3
2003 -52 0 1.31 3
2003 -49 0 1.31 3
2004 -15 0 1.31 3
2004 -15 0 1.31 3
2004 -16 0 1.31 3
2004 -18 0 1.31 3
2004 -20 0 1.31 3
2004 -22 0 1.31 3
2004 -23 0 1.31 3
2004 -26 0 1.31 3
2004 -29 0 1.31 3
2004 -32 0 1.31 3
2004 -36 0 1.31 3
2004 -39 0 1.31 3
2004 -39 0 1.31 3
2004 -39 0 1.31 3
2004 -41 0 1.31 3
2004 -41 0 1.31 3
2004 -40 0 1.31 3
2004 -42 0 1.31 3
2004 -45 0 1.31 3
2004 -49 0 1.31 3
2004 -51 0 1.31 3
2004 -50 0 1.31 3
2004 -49 0 1.31 3
2004 -49 0 1.31 3
2004 -51 0 1.31 3
2004 -46 0 1.31 3
2004 -41 0 1.31 3
2004 -40 0 1.31 3
2004 -40 0 1.31 3
2004 -36 0 1.31 3
2005 -12 0 1.31 3
2005 -15 0 1.31 3
2005 -18 0 1.31 3
2005 -22 0 1.31 3
2005 -23 0 1.31 3
2005 -21 0 1.31 3
2005 -21 0 1.31 3
2005 -22 0 1.31 3
2005 -24 0 1.31 3
2005 -25 0 1.31 3
2005 -26 0 1.31 3
2005 -29 0 1.31 3
2005 -33 0 1.31 3
2005 -38 0 1.31 3
2005 -42 0 1.31 3
2005 -45 0 1.31 3
2005 -44 0 1.31 3
2005 -40 0 1.31 3
2005 -41 0 1.31 3
2005 -38 0 1.31 3
2005 -38 0 1.31 3
2005 -41 0 1.31 3
2005 -44 0 1.31 3
2005 -47 0 1.31 3
2005 -47 0 1.31 3
2005 -47 0 1.31 3
